Name of Institution,Street Address,City,ZIP Code,County,Georeference
"JPMorgan Chase Bank, National Association",350 Main Street,Huntington,11743,Suffolk,POINT (-73.430539 40.870741)
Empower Federal Credit Union,900 Kinne St,East Syracuse,13057,Onondaga,POINT (-76.077359 43.075744)
Suffolk Federal Credit Union,Captree Commons/Student Lounge,Brentwood,11717,Suffolk,
"JPMorgan Chase Bank, National Association",166 S. Wellwood Avenue,Lindenhurst,11757,Suffolk,POINT (-73.372493 40.685928)
"NBT Bank, National Association",2950 NYS Route 11,Whitney Point,13862,Broome,
Citizens Bank,3212 Vestal Parkway,Vestal,13850,Broome,POINT (-75.998263 42.096198)
Manufacturers and Traders Trust Company,8304 South Main Street,Cicero,13039,Onondaga,POINT (-76.117984 43.173012)
Bank of America N.A. GA1-006-15-40,14 Newtown Lane,East Hampton,11937,Suffolk,POINT (-72.185559 40.963917)
Riverside Federal Credit Union,2853 DELAWARE AVENUE,KENMORE,14217,Erie,POINT (-78.869922 42.961855)
"Capital One, N.A.",301 West 125th Street,New York,10027,New York,POINT (-73.951595 40.810353)
ServU Federal Credit Union,180 North Main Street,Alfred,14802,Allegany,POINT (-77.783096 42.262799)
"Community Bank, N.A.",320 West Main Street,Malone,12953,Franklin,POINT (-74.298367 44.848668)
Citizens Bank,833 Broadway,Albany,12207,Albany,POINT (-73.746741 42.659124)
Ponce Bank,207 E 106TH STREET,NEW YORK,10029,New York,POINT (-73.944189 40.791362)
National Bank of Coxsackie,ROUTE 327 81,GREENVILLE,12083,Greene,
"HSBC Bank USA, National Association",87-03 QUEENS BOULEVARD,ELMHURST,11373,Queens,POINT (-73.875679 40.73563)
"Community Bank, N.A.",28499 NYS Route 3,Black River,13612,Jefferson,
Northwest Savings Bank,2981 Delaware Avenue,Kenmore,14217,Erie,POINT (-78.870366 42.965544)
Citibank N. A.,1748 Broadway,New York,10019,New York,POINT (-73.982006 40.765396)
People's United Bank,168 Montauk Highway,Hampton Bays,11946,Suffolk,POINT (-72.533136 40.876309)
Bank of America N.A. GA1-006-15-40,800 Avenue of the Americas,New York,10001,New York,POINT (-73.990826 40.74562)
Royal Business Bank,29 Bowery,New York,10002,New York,POINT (-73.996818 40.714942)
Wells Fargo ATM,777 Avenue of the Americas,New York,10010,New York,POINT (-73.991642 40.744487)
Investors Bank,8601 21st Avenue,Brooklyn,11214,Kings,POINT (-73.996226 40.603114)
Bank of America N.A. GA1-006-15-40,20 Jerusalem Avenue,Hicksville,11801,Nassau,POINT (-73.525143 40.76651)
Bank of Millbrook,2971 Church Street,Pine Plains,12567,Dutchess,POINT (-73.656078 41.979638)
Walden Savings Bank,131 East Main Street,Washingtonville,10992,Orange,POINT (-74.151296 41.426469)
G.P.O Federal Credit Union,1000 Oneida Plaza Drive,Oneida,13421,Madison,POINT (-75.68818 43.077925)
"Key Bank, National Association",101 Palatine Plaza,Palatine Bridge,13428,Montogomery,
Steuben Trust Company,201 Bath Plaza,Bath,14810,Steuben,POINT (-77.33235 42.338705)
Massena Savings & Loan Association,155 Lincoln Avenue,Waddington,13694,St. Lawrence,POINT (-75.197987 44.864818)
Signature Bank,360 Motor Parkway,Hauppauge,11788,Suffolk,POINT (-73.242653 40.807661)
"NBT Bank, National Association",425 Columbia Turnpike,Rennselear,12144,Rensselaer,POINT (-73.720422 42.606132)
AmeriCU Credit Union,82 Albany Street,Cazenovia,13035,Madison,POINT (-75.852768 42.929876)
Apple Bank For Savings,405 Brighton Beach Avenue,Brooklyn,11235,Kings,POINT (-73.963079 40.577268)
"JPMorgan Chase Bank, National Association",3200 Broadway,New York,10027,New York,POINT (-73.958064 40.815807)
Manufacturers and Traders Trust Company,1385 Lyell Avenue,Rochester,14606,Monroe,POINT (-77.662108 43.164661)
New York Community Bank,1400 OLD NORTHERN BOULEVARD,ROSLYN,11576,Nassau,POINT (-73.647652 40.800971)
Citibank N. A.,2201 86th Street,Brooklyn,11214,Kings,POINT (-73.993598 40.601807)
Bank of America N.A. GA1-006-15-40,1757 Union Street,Niskayuna,12309,Schenectady,POINT (-73.899433 42.802539)
Banco Popular North America,615 West 181 Street,New York,10033,New York,POINT (-73.934384 40.849595)
"Community Bank, N.A.",85 Sherwood Road,Delhi,13753,Delaware,POINT (-74.924559 42.26556)
Lyons National Bank,240 Falls Street,Seneca Falls,13148,Seneca,POINT (-75.947722 43.549886)
Manufacturers and Traders Trust Company,3037 Bailey Avenue,Buffalo,14215,Erie,POINT (-78.813651 42.937495)
"JPMorgan Chase Bank, National Association",360 Park Avenue,New York,10022,New York,POINT (-73.972953 40.758773)
Ridgewood Savings Bank,107-55 Queens Boulevard,Forest Hills,11375,Queens,POINT (-73.844413 40.721866)
Trustco Bank N.A. CTF,6 Metro Park Boulevard,Albany,12205,Albany,POINT (-73.801696 42.719896)
Bank of America N.A. GA1-006-15-40,3588 Delaware Avenue,Kenmore,14217,Erie,POINT (-78.872493 42.981801)
TD Bank N.A.,1818 Victory Boulevard,Staten Island,10314,Richmond,POINT (-74.12451 40.612962)
Bank of America N.A. GA1-006-15-40,335 Madison Avenue,New York,10017,New York,POINT (-73.978725 40.753559)
Sterling National Bank of New York,729 Saw Mill River Road,Ardsley,10502,Westchester,POINT (-73.845584 41.013726)
"JPMorgan Chase Bank, National Association",55 West Jericho Turnpike,Huntington Station,11746,Suffolk,POINT (-73.41223 40.828451)
"JPMorgan Chase Bank, National Association",4124 Pearsall Street,Williamson,14589,Wayne,POINT (-77.186369 43.232231)
"JPMorgan Chase Bank, National Association",125 Chatsworth Avenue,Larchmont,10538,Westchester,POINT (-73.758899 40.932898)
"Capital One, N.A.",380 Hillside Avenue,Williston Park,11596,Nassau,POINT (-73.654717 40.753893)
Lake Shore Savings Bank,280 Central Avenue (McEwen Hall),Fredonia,14063,Chautauqua,POINT (-79.334042 42.45377)
Trustco Bank N.A. CTF,959 Crane Street,Schenectady,12303,Schenectady,POINT (-73.947458 42.798672)
New York Community Bank,30-75 STEINWAY STREET,ASTORIA,11103,Queens,POINT (-73.916508 40.762033)
TD Bank N.A.,1521 East Boston Post Road,Mamaroneck,10543,Westchester,POINT (-73.715716 40.954946)
TD Bank N.A.,1623 Flatbush Avenue,Brooklyn,11210,Kings,POINT (-73.945579 40.630858)
Manufacturers and Traders Trust Company,307 Main Street,Goshen,10924,Orange,POINT (-74.315723 41.407615)
Lyons National Bank,414 MAIN STREET,NORTH ROSE,14516,Wayne,
Citibank N. A.,410 Uniondale Avenue,Uniondale,11553,Nassau,POINT (-73.592638 40.705893)
Teachers Federal Credit Union,5145 nesconset highway,port jefferson station,11776,Suffolk,POINT (-73.04418 40.926744)
Bank of America N.A. GA1-006-15-40,645 Jericho Avenue,New Hyde Park,11040,Nassau,POINT (-73.687179 40.732201)
Apple Bank For Savings,943 Carmens Road,Massapequa,11758,Nassau,
Sidney Federal Credit Union,75 Oneida Street,Oneonta,13820,Otsego,POINT (-75.102188 42.45038)
Ponce Bank,5560 Broadway,Bronx,10463,Bronx,POINT (-73.905027 40.878399)
Hudson Valley Credit Union,3650 US Highway 9W,Highland,12528,Ulster,POINT (-73.96749 41.702462)
Sterling National Bank of New York,369 East 149th Street,Bronx,10455,Bronx,POINT (-73.918788 40.816451)
"Community Bank, N.A.",8 Liberty Street,Bath,14810,Steuben,POINT (-77.318393 42.333899)
"Key Bank, National Association",507 Route 67,Ballston Spa,12020,Saratoga,POINT (-73.85858 43.00006)
Bank of America N.A. GA1-006-15-40,826 Manhattan Avenue,Brooklyn,11222,Kings,POINT (-73.953471 40.728506)
First National Bank of Long Island,140 East Main Street,Riverhead,11901,Suffolk,POINT (-72.659491 40.917681)
Suffolk Federal Credit Union,1282 Motor Parkway,Islandia,11749,Suffolk,POINT (-73.194998 40.805392)
Citizens Bank,6770 East Genesee Street,Fayetteville,13069,Onondaga,POINT (-76.05399 43.031784)
"Capital One, N.A.",200 Fifth Avenue,Pelham,10803,Westchester,POINT (-73.808217 40.914234)
Sterling National Bank of New York,120 South Franklin Avenue,Valley Stream,11580,Nassau,POINT (-73.7028 40.661897)
State Employees Federal Credit Union,169 Main Street,Cooperstown,13326,Otsego,POINT (-74.927427 42.701171)
First National Bank of Long Island,572 Plandome Road,Manhasset,11030,Nassau,POINT (-73.701327 40.799991)
"JPMorgan Chase Bank, National Association",3217 Westchester Avenue,Bronx,10461,Bronx,POINT (-73.829372 40.851866)
New York Community Bank,5770 Hylan Boulevard,Staten Island,10309,Richmond,POINT (-74.19745 40.519016)
Valley National Bank,580 East Jericho Turnpike,Huntington Station,11746,Suffolk,POINT (-73.389729 40.83303)
"JPMorgan Chase Bank, National Association",202 Somerstown Center and Route 100,Somers,10589,Westchester,
Manufacturers and Traders Trust Company,237 Grant Avenue,Auburn,13021,Cayuga,POINT (-76.546651 42.95065)
Visions Federal Credit Union,3301 Country Club Road,Endwell,13760,Broome,POINT (-76.022567 42.11606)
Wells Fargo ATM,2039 BROADWAY,NEW YORK,10024,New York,POINT (-73.982189 40.777748)
Bank of America N.A. GA1-006-15-40,250 Main Street,Huntington,11743,Suffolk,POINT (-73.425773 40.87127)
TD Bank N.A.,78-11 QUEENS BOULEVARD,ELMHURST,11373,Queens,POINT (-73.885571 40.738529)
AmeriCU Credit Union,412 Genesee Street,Oneida,13421,Oneida,POINT (-75.663532 43.077923)
"Capital One, N.A.",144 Eighth Avenue,New York,10011,New York,POINT (-74.001046 40.741776)
First National Bank of Long Island,151 West Main Street,East Islip,11730,Suffolk,POINT (-73.197724 40.730328)
"Key Bank, National Association",3230 Chili Avenue,Rochester,14624,Monroe,POINT (-77.750405 43.105045)
"Key Bank, National Association",270 South Little Tor Road,New City,10956,Rockland,POINT (-74.002062 41.129908)
Cathay Bank,36-54 Main Street,Flushing,11354,Queens,POINT (-73.831298 40.761856)
"Summit Federal Credit Union, The",130 Township Boulevard,Camillus,13031,Onondaga,POINT (-76.267854 43.055234)
Wells Fargo ATM,10 Hudson Yards,New York,10001,New York,
State Employees Federal Credit Union,1101 KNOT STREET,SCHENECTADY,12308,Schenectady,
"Capital One, N.A.",67-09 Fresh Pond Road,Ridgewood,11385,Queens,POINT (-73.896568 40.705727)
"JPMorgan Chase Bank, National Association",158 Greenwich St,New York,10007,New York,POINT (-74.012507 40.710548)
"NBT Bank, National Association",853 Black River Boulevard,Rome,13440,Oneida,POINT (-75.446513 43.220551)
"HSBC Bank USA, National Association",1300 North Avenue,New Rochelle,10804,Westchester,POINT (-73.795704 40.946837)
TD Bank N.A.,115 Montauk Highway,Westhampton Beach,11978,Suffolk,POINT (-72.646444 40.82182)
Dime Community Bank,814 Manhattan Avenue,Brooklyn,11222,Kings,POINT (-73.953324 40.72823)
Corning Federal Credit Union,One Credit Union Plaza,Corning,14830,Steuben,
"JPMorgan Chase Bank, National Association",1 Rochester Street,Scottsville,14546,Monroe,POINT (-77.74836 43.020234)
TD Bank N.A.,1715 Bedford Avenue,Brooklyn,11225,Kings,POINT (-73.957206 40.664738)
TD Bank N.A.,71 Troy Road,East Greenbush,12061,Rensselaer,POINT (-73.702815 42.614303)
Citibank N. A.,250 Route 59,Suffern,10901,Rockland,POINT (-74.133166 41.112292)
"Key Bank, National Association",138 Albany Street,Cazenovia,13035,Madison,POINT (-75.848851 42.929496)
Five Star Bank,2168 Route 96A,Ovid,14521,Seneca,POINT (-76.822339 42.680707)
Bank of America N.A. GA1-006-15-40,25 Quaker Avenue,Cornwall,12518,Orange,POINT (-74.038105 41.434558)
"JPMorgan Chase Bank, National Association",154 Main Street,Westhampton,11978,Suffolk,POINT (-72.641596 40.810091)
"Commerce Bank, N.A.",441 East Fordham Road,Bronx,10458,Bronx,POINT (-73.889472 40.860774)
"Berkshire Bank, The",5 Broadway,New York,10004,New York,POINT (-74.01397 40.705037)
Trustco Bank N.A. CTF,47 Main Street,Hoosick Falls,12090,Rensselaer,POINT (-73.350573 42.900134)
"JPMorgan Chase Bank, National Association",86 East 98th Street,Brooklyn,11212,Kings,POINT (-73.922503 40.664619)
"Community Bank, N.A.",10 Elm Street,Malone,12953,Franklin,POINT (-74.29144 44.849257)
Bank of America N.A. GA1-006-15-40,500 Mamaroneck Avenue,White Plains,10605,Westchester,POINT (-73.758939 41.022381)
First Source Federal Credit Union,402 West Albany Street,Herkimer,13350,Herkimer,POINT (-74.991482 43.023677)
"JPMorgan Chase Bank, National Association",471 West 42nd Street,New York,10036,New York,POINT (-73.995094 40.759464)
Pathfinder Bank,West 2nd Street,Oswego,13126,Oswego,
"JPMorgan Chase Bank, National Association",991 Main Street,Holbrook,11741,Suffolk,POINT (-73.075309 40.808223)
Ulster Savings Bank,226 MAIN STREET,NEW PALTZ,12561,Ulster,POINT (-74.074494 41.744522)
Wells Fargo ATM,7 Mount Ivy Road,Pomona,10970,Rockland,POINT (-74.033726 41.186681)
Solvay Bank,109 South Warren Street,Syracuse,13202,Onondaga,POINT (-76.150762 43.050249)
"JPMorgan Chase Bank, National Association",1650 Gun Hill Road East,Bronx,10469,Bronx,POINT (-73.838159 40.866269)
Empire Federal Credit Union,4873 N. Jefferson Street,Pulaski,13142,Oswego,POINT (-76.127016 43.567538)
Five Star Bank,400 North Main Street,Warsaw,14569,Wyoming,POINT (-78.132533 42.753447)
Banco Popular North America,52-16th Fifth Avenue,Brooklyn,11220,Kings,POINT (-73.977107 40.681365)
"JPMorgan Chase Bank, National Association",1151 Hylan Boulevard,Staten Island,10305,Richmond,POINT (-74.081188 40.598671)
"HSBC Bank USA, National Association",248 Montauk Highway West,Hampton Bays,11946,Suffolk,POINT (-72.54836 40.866676)
"Community Bank, N.A.",1573 Route 458,Saint Regis Falls,12980,Franklin,POINT (-74.545372 44.672981)
TD Bank N.A.,515 Route 17M,Monroe,10950,Orange,POINT (-74.178672 41.320096)
Champlain National Bank,6478 Main Street,Westport,12993,Essex,POINT (-73.433196 44.182471)
Sunmark Credit Union,12165 Route 9W,West Coxsackie,12192,Greene,POINT (-73.831027 42.375219)
Hudson River Community Credit Union,3762 Burgoyne Avenue,Hudson Falls,12839,Washington,POINT (-73.572544 43.320009)
Ridgewood Savings Bank,1745 Crosby Avenue,Bronx,10461,Bronx,POINT (-73.831789 40.84632)
"Capital One, N.A.",300 Madison Avenue,New York,10017,New York,POINT (-73.979553 40.752446)
Ulster Federal Credit Union,127 SCHWENK DRIVE,KINGSTON,12401,Ulster,POINT (-74.022578 41.936736)
Bank of America N.A. GA1-006-15-40,670 Avenue of the Americas,New York,10010,New York,POINT (-73.993812 40.741504)
Lake Shore Savings Bank,1170 CENTRAL AVENUE,DUNKIRK,14048,Chautauqua,POINT (-79.3339 42.457798)
Wells Fargo ATM,1300 3rd Avenue,New York,10021,New York,POINT (-73.959289 40.771534)
Citizens Bank,1440 Central Avenue,Albany,12205,Albany,POINT (-73.82081 42.70701)
"Berkshire Bank (Pittsfield, MA)",One West Main Street,Little Falls,13365,Herkimer,
Lake Shore Savings Bank,3438 Delaware Avenue,Kenmore,14217,Erie,POINT (-78.871923 42.977578)
"JPMorgan Chase Bank, National Association",1960 Hempstead Turnpike,East Meadow,11554,Nassau,POINT (-73.564066 40.724243)
ESL Federal Credit Union,45 South Main Street,Churchville,14428,Monroe,POINT (-77.884681 43.101433)
TD Bank N.A.,460 Park Avenue South,New York,10016,New York,POINT (-73.982802 40.745226)
Santander Bank,800 Forest Avenue,Staten Island,10310,Richmond,POINT (-74.115809 40.628984)
TD Bank N.A.,1104 Avenue J,Brooklyn,11230,Kings,POINT (-73.964824 40.624803)
Finger Lakes Federal Credit Union,27 Seneca Street,Geneva,14456,Ontario,POINT (-76.982722 42.866679)
Capital Communications Federal CU,219 Ontario Street,Cohoes,12047,Albany,POINT (-73.696118 42.773998)
Bethpage Federal Credit Union,1033 Route 109,Farmingdale,11735,Nassau,POINT (-73.430319 40.724101)
"JPMorgan Chase Bank, National Association",3528 East Tremont Avenue,Bronx,10465,Bronx,POINT (-73.826277 40.830745)
Northern Federal Credit Union,88 BRIDGE STREET,WEST CARTHAGE,13619,Jefferson,POINT (-75.621894 43.968235)
"JPMorgan Chase Bank, National Association",861 Montauk Highway,Oakdale,11769,Suffolk,POINT (-73.118329 40.736294)
Manufacturers and Traders Trust Company,100 Kasson Road,Camillus,13031,Onondaga,POINT (-76.274462 43.040359)
TD Bank N.A.,2831 Broadway,New York,10025,New York,POINT (-73.967084 40.803819)
"Key Bank, National Association",860 NYS Route 13,Cortland,13045,Cortland,
Glens Falls National Bank & Trust Company,2252 State Route 9,Lake George,12845,Warren,POINT (-73.712992 43.416736)
"JPMorgan Chase Bank, National Association",1 Chase Square,Rochester,14643,Monroe,POINT (-77.6064 43.15714)
Investors Bank,96A Allen Boulevard,Farmingdale,11735,Nassau,POINT (-73.419387 40.715795)
People's United Bank,68 North Country Road,Port Jefferson,11777,Suffolk,POINT (-73.053621 40.938163)
Bank of America N.A. GA1-006-15-40,25 West 51st Street,New York,10019,New York,POINT (-73.978289 40.759821)
Citibank N. A.,1766 Crosby Avenue,Bronx,10461,Bronx,POINT (-73.831955 40.846573)
"JPMorgan Chase Bank, National Association",390 Court Street,Brooklyn,11231,Kings,POINT (-73.996587 40.680928)
"Key Bank, National Association",50 Main Street,Mt. Kisco,10549,Westchester,POINT (-73.747466 41.21579)
Gouverneur Savings & Loan Association,20 John Street,Gouverneur,13642,St. Lawrence,POINT (-75.467498 44.334439)
Citibank N. A.,1075 Old Northern Boulevard,Roslyn,11576,Nassau,POINT (-73.658757 40.799962)
Citizens Bank,6545 Transit Road,East Amherst,14051,Erie,POINT (-78.696927 43.027293)
"Eastbank, NA",136-81 Roosevelt Avenue,Flushing,11354,Queens,POINT (-73.827173 40.760304)
"Flushing Bank, FB",147-42 NORTHERN BLVD,FLUSHING,11354,Queens,POINT (-73.817694 40.765297)
Banco Popular North America,285 Madison Avenue,New York,10014,New York,POINT (-73.980096 40.751686)
Five Star Bank,5491 Sheridan Drive,Amherst,14221,Erie,POINT (-78.732465 42.978471)
New York Community Bank,251-31 NORTHERN BOULEVARD,LITTLE NECK,11362,Queens,POINT (-73.736354 40.76959)
Manufacturers and Traders Trust Company,4747 Transit Road,Depew,14043,Erie,POINT (-78.696957 42.867448)
Valley National Bank,93 Canal Street,New York,10002,New York,POINT (-73.993683 40.715443)
Saratoga National Bank & Trust Company,386 Clifton Park Center Road,Clifton Park,12065,Saratoga,POINT (-73.776583 42.860304)
"Bank of Castile, The",10 Mac Vittie Circle,Geneseo,14454,Livingston,
TD Bank N.A.,3222 Sunrise Highway,Wantagh,11793,Nassau,POINT (-73.511255 40.671785)
"Commerce Bank, N.A.",3201 Kings Highway,Brooklyn,11234,Kings,POINT (-73.942632 40.618562)
"JPMorgan Chase Bank, National Association",2102 Middle Country Road,Centereach,11720,Suffolk,POINT (-73.087672 40.858278)
"JPMorgan Chase Bank, National Association",4901 13th Avenue,Brooklyn,11219,Kings,POINT (-73.992231 40.634921)
Bank of America N.A. GA1-006-15-40,261 Broadway,New York,10007,New York,POINT (-74.006634 40.713779)
Manufacturers and Traders Trust Company,5225 Transit Road,Williamsville,14221,Erie,POINT (-78.696944 42.988684)
Bank of America N.A. GA1-006-15-40,1017 Montauk Highway,Shirley,11967,Suffolk,POINT (-72.859428 40.802558)
Pentagon Federal Credit Union,Building 1200,West Point,10996,Orange,
Citibank N. A.,51-31 Northern Boulevard,Woodside,11377,Queens,POINT (-73.908598 40.753166)
Bank of America N.A. GA1-006-15-40,31 Route 111,Smithtown,11787,Suffolk,POINT (-73.187583 40.852989)
"Key Bank, National Association",4892 West Seneca Turnpike,Syracuse,13215,Onondaga,POINT (-76.177274 43.005582)
TD Bank N.A.,1354 Hicksville Road,Massapequa,11758,Nassau,POINT (-73.478298 40.691997)
